Timestamp,Date,Measure,TBILL,MPLcashUSDC-SPL,bIBTA,bIB01,TBONDS13,TBONDS01,STBT,USTY,USYC,RCOIN,OUSG,USDY,FOBXX,WTSYX,tfBill,FLTTX,WTSTX,WTLGX,WTTSX,TIPSX,WTGXX,USTB,BUIDL,TBV,XTBT,mTBILL,bZPR1,USFR.d
1677196800000,2023-02-24,Circulating Asset Value (Dollar),,,,,,,13874728.09,,,367620.00,,,175883034.18,1000155.58,,1016188.09,931937.65,845077.24,967090.23,962212.12,,,,,,,,
1677283200000,2023-02-25,Circulating Asset Value (Dollar),,,,,,,13874728.09,,,367620.00,,,175883034.18,1000155.58,,1016188.09,931937.65,845077.24,967090.23,962212.12,,,,,,,,
1677369600000,2023-02-26,Circulating Asset Value (Dollar),,,,,,,13874728.09,,,367620.00,,,175883034.18,1000155.58,,1016188.09,931937.65,845077.24,967090.23,962212.12,,,,,,,,
1677456000000,2023-02-27,Circulating Asset Value (Dollar),,,,,,,13874728.09,,,367620.00,,,225900479.41,1000155.58,,1016219.43,931937.65,845100.67,967090.23,962212.12,,,,,,,,
1677542400000,2023-02-28,Circulating Asset Value (Dollar),,,,,,,13974728.09,,,367620.00,,,225921690.03,1000083.30,,1016219.43,931937.65,845100.67,967122.04,962212.12,,,,,,,,
1677628800000,2023-03-01,Circulating Asset Value (Dollar),,,,,,,14524728.09,,,367620.00,,,225949142.95,1000083.30,,1016219.43,931724.31,844900.00,967122.04,962024.44,,,,,,,,
1677715200000,2023-03-02,Circulating Asset Value (Dollar),,,,,,,14524728.09,,,367620.00,,,225976362.14,1000083.30,,1016219.43,931724.31,844900.00,967122.04,962024.44,,,,,,,,
1677801600000,2023-03-03,Circulating Asset Value (Dollar),,,,,,,14524728.09,,,367620.00,,,226060686.68,1000083.30,,1016219.43,931724.31,844900.00,967122.04,962024.44,,,,,,,,
1677888000000,2023-03-04,Circulating Asset Value (Dollar),,,,,,,14524728.09,,,367620.00,,,226060686.68,1000083.30,,1016219.43,931724.31,844900.00,967122.04,962024.44,,,,,,,,
1677974400000,2023-03-05,Circulating Asset Value (Dollar),,,,,,,14524728.09,,,367620.00,,,226060686.68,1000083.30,,1016219.43,931724.31,844900.00,967122.04,962024.44,,,,,,,,
1678060800000,2023-03-06,Circulating Asset Value (Dollar),,,517000.00,517150.00,,,14524728.09,,,367620.00,,,226088083.31,1000083.30,,1016219.43,931724.31,844900.00,967122.04,962024.44,,,,,,,,
1678147200000,2023-03-07,Circulating Asset Value (Dollar),,,517000.00,520750.00,,,14644728.09,,,367620.00,,,225090785.42,1000083.30,,1016219.43,931724.31,844900.00,967122.04,962024.44,,,,,,,,
1678233600000,2023-03-08,Circulating Asset Value (Dollar),,,516000.00,519100.00,,,15144735.82,,,367620.00,,,225117867.30,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678320000000,2023-03-09,Circulating Asset Value (Dollar),,,514000.00,519300.00,,,15144735.82,,,367620.00,,,225151106.56,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678406400000,2023-03-10,Circulating Asset Value (Dollar),,,515000.00,520750.00,,,15695735.82,,,367620.00,,,225242356.23,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678492800000,2023-03-11,Circulating Asset Value (Dollar),,,519000.00,519750.00,,,20695735.82,,,367620.00,,,225242356.23,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678579200000,2023-03-12,Circulating Asset Value (Dollar),,,519000.00,519750.00,,,20695735.82,,,367620.00,,,225242356.23,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678665600000,2023-03-13,Circulating Asset Value (Dollar),,,519000.00,519750.00,,,20695735.82,,,367620.00,,,225268033.56,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678752000000,2023-03-14,Circulating Asset Value (Dollar),,,526000.00,520550.00,,,20695735.82,,,367620.00,,,265612572.80,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678838400000,2023-03-15,Circulating Asset Value (Dollar),,,524000.00,521850.00,,,20695735.82,,,367620.00,,,265640362.20,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1678924800000,2023-03-16,Circulating Asset Value (Dollar),,,525000.00,521050.00,,,20595547.59,,,367620.00,,,265672588.28,1000000.01,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1679011200000,2023-03-17,Circulating Asset Value (Dollar),,,525000.00,520850.00,,,27395522.67,,,367620.00,,,265787057.84,1000054.28,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1679097600000,2023-03-18,Circulating Asset Value (Dollar),,,527000.00,521250.00,,,45907648.59,,,367620.00,,,265787057.84,1000054.28,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1679184000000,2023-03-19,Circulating Asset Value (Dollar),,,527000.00,521250.00,,,45907648.59,,,367620.00,,,265787057.84,1000054.28,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1679270400000,2023-03-20,Circulating Asset Value (Dollar),,,527000.00,521250.00,,,45907648.59,,,367620.00,,,275346206.21,1000054.28,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1679356800000,2023-03-21,Circulating Asset Value (Dollar),,,527000.00,521250.00,,,45907648.59,,,367620.00,,,272430934.42,1000054.28,,1016000.00,931700.08,844900.00,966900.04,962000.00,,,,,,,,
1679443200000,2023-03-22,Circulating Asset Value (Dollar),,,523000.00,520600.00,,,46207648.59,,,367620.00,52202478.39,,272474123.08,1000251.71,,1016100.84,931793.34,844985.70,966996.47,962095.23,,,,,,,,
1679529600000,2023-03-23,Circulating Asset Value (Dollar),,,523000.00,521150.00,,,46207648.59,,,367620.00,52202478.39,,272717823.78,1000251.71,,1016100.84,931793.34,844985.70,966996.47,962095.23,,,,,,,,
1679616000000,2023-03-24,Circulating Asset Value (Dollar),,,532000.00,522850.00,,,46307652.90,,,367620.00,52179234.02,,272818875.83,1000251.71,,1016100.84,931793.34,844985.70,966996.47,962095.23,,,,,,,,
1679702400000,2023-03-25,Circulating Asset Value (Dollar),,,527000.00,520750.00,,,46408152.90,,,367620.00,52179234.02,,272818875.83,1000251.71,,1016100.84,931793.34,844985.70,966996.47,962095.23,,,,,,,,
1679788800000,2023-03-26,Circulating Asset Value (Dollar),,,527000.00,520750.00,,,46408152.90,,,367620.00,52179234.02,,272818875.83,1000251.71,,1016100.84,931793.34,844985.70,966996.47,962095.23,,,,,,,,
1679875200000,2023-03-27,Circulating Asset Value (Dollar),,,527000.00,520750.00,,,46408152.90,,,367620.00,60379682.95,,272824595.52,1000251.71,,1016100.84,931793.34,844985.70,967092.45,962191.57,,,,,,,,
1679961600000,2023-03-28,Circulating Asset Value (Dollar),,,527000.00,521800.00,,,46408152.90,,,367620.00,60957287.24,,272855014.19,1000251.71,,1016100.84,931793.34,844985.70,967092.45,962191.57,,,,,,,,
1680048000000,2023-03-29,Circulating Asset Value (Dollar),,,528000.00,521400.00,,,46408152.89,,,367620.00,65623736.60,,272888440.16,1000251.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680134400000,2023-03-30,Circulating Asset Value (Dollar),,,527000.00,521450.00,,,46508675.53,,,367620.00,65623736.60,,272921541.89,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680220800000,2023-03-31,Circulating Asset Value (Dollar),,,525000.00,521850.00,,,46508675.53,,,367620.00,65436066.62,,272954556.71,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680307200000,2023-04-01,Circulating Asset Value (Dollar),,,524000.00,523150.00,,,55559032.23,,,367620.00,65436066.62,,272954556.71,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680393600000,2023-04-02,Circulating Asset Value (Dollar),,,524000.00,523150.00,,,55559042.23,,,367620.00,65436066.62,,272954556.71,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680480000000,2023-04-03,Circulating Asset Value (Dollar),,,524000.00,523150.00,,,55559042.23,,,367620.00,65436066.62,,273058480.79,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680566400000,2023-04-04,Circulating Asset Value (Dollar),,,525000.00,520050.00,,,55559042.23,,,367620.00,65287682.92,,273112329.67,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680652800000,2023-04-05,Circulating Asset Value (Dollar),,,526000.00,520050.00,,,55982575.87,,,367620.00,65287682.92,,274926741.25,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680739200000,2023-04-06,Circulating Asset Value (Dollar),,,530000.00,521850.00,,,56658764.54,,,367620.00,67809821.70,,275080310.11,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680825600000,2023-04-07,Circulating Asset Value (Dollar),,,531000.00,522300.00,,,65058764.54,,,367620.00,67809821.70,,275080310.11,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680912000000,2023-04-08,Circulating Asset Value (Dollar),,,531000.00,522300.00,,,65058764.54,,,367620.00,67809821.70,,275080310.11,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1680998400000,2023-04-09,Circulating Asset Value (Dollar),,,531000.00,522300.00,,,65058764.54,,,367620.00,67809821.70,,275080310.11,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681084800000,2023-04-10,Circulating Asset Value (Dollar),,,531000.00,522300.00,,,65058764.54,,,367620.00,67713702.11,,275115856.35,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681171200000,2023-04-11,Circulating Asset Value (Dollar),,,527000.00,524250.00,,,65058764.54,,,367620.00,68179603.49,,275150053.80,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681257600000,2023-04-12,Circulating Asset Value (Dollar),,,525000.00,523650.00,,,65058764.54,,,367620.00,68605618.32,,275184375.15,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681344000000,2023-04-13,Circulating Asset Value (Dollar),,,527000.00,523850.00,,,65058764.54,,,367620.00,68605618.32,,274938935.65,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681430400000,2023-04-14,Circulating Asset Value (Dollar),,,526000.00,523950.00,,,64816320.59,,,367620.00,97526705.72,,275042360.03,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681516800000,2023-04-15,Circulating Asset Value (Dollar),,,526000.00,520650.00,,,65556729.34,,,367620.00,97526705.72,,275042360.03,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681603200000,2023-04-16,Circulating Asset Value (Dollar),,,526000.00,520650.00,,,65556729.34,,,367620.00,97526705.72,,275042360.03,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681689600000,2023-04-17,Circulating Asset Value (Dollar),,,526000.00,520650.00,,,65556729.34,,,367620.00,97699604.56,,274581027.21,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681776000000,2023-04-18,Circulating Asset Value (Dollar),,,524000.00,523850.00,,,65556729.34,,,367620.00,97891753.92,,277615029.65,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681862400000,2023-04-19,Circulating Asset Value (Dollar),,,526000.00,520600.00,,,65556729.34,,,367620.00,98040997.72,,277599588.93,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1681948800000,2023-04-20,Circulating Asset Value (Dollar),,,524000.00,523950.00,,,65556729.34,,,367620.00,98663884.56,,277734151.44,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682035200000,2023-04-21,Circulating Asset Value (Dollar),,,525000.00,524250.00,,,66056729.34,,,367620.00,98471870.45,,277837900.44,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682121600000,2023-04-22,Circulating Asset Value (Dollar),,,526000.00,523050.00,,,66056729.34,,,367620.00,98471870.45,,277837900.44,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682208000000,2023-04-23,Circulating Asset Value (Dollar),,,526000.00,523050.00,,,66056729.34,,,367620.00,98471870.45,,277837900.44,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682294400000,2023-04-24,Circulating Asset Value (Dollar),,,526000.00,523050.00,,,66056729.34,,,367620.00,100391659.94,,277837900.44,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682380800000,2023-04-25,Circulating Asset Value (Dollar),,,1050000.00,1045200.00,,,68056729.34,,,367620.00,100967554.18,,277939939.59,1000241.71,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682467200000,2023-04-26,Circulating Asset Value (Dollar),,,1056000.00,1042400.00,,,68313527.75,,,367620.00,100967554.18,,275935539.43,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682553600000,2023-04-27,Circulating Asset Value (Dollar),,,1040000.00,1045900.00,,,68313527.75,,,367620.00,100967554.18,,275970844.19,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682640000000,2023-04-28,Circulating Asset Value (Dollar),,,1052000.00,1042900.00,,,68313527.75,,,367620.00,100967554.18,,276076157.84,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682726400000,2023-04-29,Circulating Asset Value (Dollar),,,1058000.00,1043100.00,,,68313527.75,,,367620.00,100967554.18,,276076157.84,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682812800000,2023-04-30,Circulating Asset Value (Dollar),,,1058000.00,1043100.00,,,68313527.75,,,367620.00,100967554.18,,276076157.84,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682899200000,2023-05-01,Circulating Asset Value (Dollar),,,1058000.00,1043100.00,,,68313527.75,,,367620.00,101113103.40,,281478037.04,1000296.52,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1682985600000,2023-05-02,Circulating Asset Value (Dollar),,,1050000.00,1042800.00,,,68514536.63,,,367620.00,105720368.84,,283846127.64,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683072000000,2023-05-03,Circulating Asset Value (Dollar),,,1060000.00,1042900.00,,,68514536.63,,,367620.00,107054269.32,,286156188.96,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683158400000,2023-05-04,Circulating Asset Value (Dollar),,,1052000.00,3149400.00,,,68626938.58,,,367620.00,107054269.32,,288160356.39,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683244800000,2023-05-05,Circulating Asset Value (Dollar),,,1060000.00,3147000.00,,,68626938.58,,,367620.00,111649254.16,,291537347.25,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683331200000,2023-05-06,Circulating Asset Value (Dollar),,,1058000.00,3129900.00,,,68626938.58,,,367620.00,111649254.16,,291537347.25,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683417600000,2023-05-07,Circulating Asset Value (Dollar),,,1058000.00,3129900.00,,,68626938.58,,,367620.00,111649254.16,,291537347.25,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683504000000,2023-05-08,Circulating Asset Value (Dollar),,,1058000.00,3129900.00,,,68626938.58,,,367620.00,111745091.82,,291574736.72,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683590400000,2023-05-09,Circulating Asset Value (Dollar),,,1058000.00,3130200.00,7993.19,8138.52,71319492.21,,,367620.00,113421640.84,,291104768.71,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683676800000,2023-05-10,Circulating Asset Value (Dollar),,,1060000.00,3130800.00,8008.30,8140.08,71459436.90,,,367620.00,113421640.84,,291673423.03,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683763200000,2023-05-11,Circulating Asset Value (Dollar),,,1056000.00,3132300.00,7978.08,8143.98,71459436.90,,,367620.00,113421640.84,,291841207.63,1000271.56,,1016100.84,931793.34,844985.70,967082.78,962191.57,,,,,,,,
1683849600000,2023-05-12,Circulating Asset Value (Dollar),,,1056000.00,5223500.00,7978.08,8148.66,71559436.90,,,367620.00,113421640.84,,290155532.04,1000358.86,,1016126.07,931816.67,845007.57,967106.85,962215.46,,,,,,,,
1683936000000,2023-05-13,Circulating Asset Value (Dollar),,,1054000.00,5223500.00,7962.97,8148.66,71559436.90,,,367620.00,113421640.84,,290155532.04,1000358.86,,1016126.07,931816.67,845007.57,967106.85,962215.46,,,,,,,,
1684022400000,2023-05-14,Circulating Asset Value (Dollar),,,1054000.00,5223500.00,7962.97,8148.66,71559436.90,,,367620.00,113421640.84,,290155532.04,1000358.86,,1016126.07,931816.67,845007.57,967106.85,962215.46,,,,,,,,
1684108800000,2023-05-15,Circulating Asset Value (Dollar),,,1054000.00,5223500.00,7962.97,8148.66,71559436.90,,,367620.00,113421640.84,,290343721.41,1000356.86,,1016151.30,931816.67,845051.78,967130.92,962263.34,,,,,,,,
1684195200000,2023-05-16,Circulating Asset Value (Dollar),,,1054000.00,5255500.00,7962.97,8198.58,71559436.90,,,367620.00,113421640.84,,290309044.94,1000382.72,,1016176.51,931840.12,845051.78,967044.61,962335.28,,,,,,,,
1684281600000,2023-05-17,Circulating Asset Value (Dollar),,,1578000.00,5745300.00,7947.86,8147.88,71559436.90,,,367620.00,124716712.52,,288098081.86,1000407.63,,1016176.51,931863.65,845007.57,967020.53,962311.34,,,,,,,,
1684368000000,2023-05-18,Circulating Asset Value (Dollar),,,1578000.00,5781600.00,7947.86,8199.36,71630631.02,,,367620.00,126421826.78,,288385427.85,1000407.63,,1016176.51,931863.65,845007.57,967020.53,962311.34,,,,,,,,
1684454400000,2023-05-19,Circulating Asset Value (Dollar),,,1575000.00,5747500.00,7932.75,8151.00,71630631.02,,,367620.00,132831607.79,,290467231.96,1000493.86,,1016166.35,931910.99,845030.10,966924.06,962311.34,,,,,,,,
1684540800000,2023-05-20,Circulating Asset Value (Dollar),,,1578000.00,5762350.00,7947.86,8172.06,71731540.03,,,367620.00,132831607.79,,290467231.96,1000493.86,,1016166.35,931910.99,845030.10,966924.06,962311.34,,,,,,,,
1684627200000,2023-05-21,Circulating Asset Value (Dollar),,,1578000.00,5762350.00,7947.86,8172.06,71731540.03,,,367620.00,132831607.79,,290467231.96,1000493.86,,1016166.35,931910.99,845030.10,966924.06,962311.34,,,,,,,,
1684713600000,2023-05-22,Circulating Asset Value (Dollar),,,1578000.00,5762350.00,7947.86,8172.06,71731540.03,,,367620.00,107503120.88,,290511415.69,1000585.05,,1016166.35,933931.69,845053.15,966924.06,962260.28,,,,,,,,
1684800000000,2023-05-23,Circulating Asset Value (Dollar),,,1578000.00,5762350.00,7947.86,8172.06,71731439.08,,,367620.00,99367425.40,,290553918.65,1000610.00,,1016191.51,933955.43,845075.70,966972.72,962308.39,,,,,,,,
1684886400000,2023-05-24,Circulating Asset Value (Dollar),,,1578000.00,5747500.00,7947.86,8151.00,71731439.08,,,367620.00,99367425.40,,290612597.11,1000634.97,,1016191.51,933955.43,845075.70,966972.72,962333.38,,,,,,,,
1684972800000,2023-05-25,Circulating Asset Value (Dollar),,,2096000.00,6287400.00,7917.64,8173.62,71731439.08,,,367620.00,99367425.40,,289887504.93,1000610.02,,1016166.28,933945.36,845039.22,966948.66,962285.55,,,,,,,,
1685059200000,2023-05-26,Circulating Asset Value (Dollar),,,2104000.00,6284400.00,7947.86,8169.72,71837707.82,,,367620.00,99845762.01,,290049367.33,1000611.13,,1016141.12,931875.37,845008.16,966900.00,962246.92,,,,,,,,
1685145600000,2023-05-27,Circulating Asset Value (Dollar),,,2060000.00,6297000.00,7781.65,8186.10,71831913.42,,,367620.00,99845762.01,,290049367.33,1000611.13,,1016141.12,931875.37,845008.16,966900.00,962246.92,,,,,,,,
1685232000000,2023-05-28,Circulating Asset Value (Dollar),,,2060000.00,6297000.00,7781.65,8186.10,71831913.42,,,367620.00,99845762.01,,290049367.33,1000611.13,,1016141.12,931875.37,845008.16,966900.00,962246.92,,,,,,,,
1685318400000,2023-05-29,Circulating Asset Value (Dollar),,,2060000.00,6297000.00,7781.65,8186.10,71831913.42,,,367620.00,99845762.01,,290049367.33,1000611.13,,1016141.12,931875.37,845008.16,966900.00,962246.92,,,,,,,,
1685404800000,2023-05-30,Circulating Asset Value (Dollar),,,2369000.00,8920750.00,7781.65,8186.10,71831913.42,,,367620.00,99292040.05,,290102831.18,1000636.12,,1016191.38,931875.37,845008.16,966900.00,962150.58,,,,,,,,
1685491200000,2023-05-31,Circulating Asset Value (Dollar),,,2410400.00,8889300.00,7917.64,8157.24,71831913.42,,,367620.00,96387150.29,,289161968.35,1000662.08,,1016191.38,931875.37,845008.16,966926.04,962174.67,,,,,,,,
1685577600000,2023-06-01,Circulating Asset Value (Dollar),,,2424200.00,8890150.00,7962.97,8158.02,71831913.42,,,367620.00,96482780.55,,295784317.94,1000662.08,,1016191.38,931875.37,845008.16,966926.04,962174.67,,,,,,,,
1685664000000,2023-06-02,Circulating Asset Value (Dollar),,,2410400.00,8915650.00,7917.64,8181.42,71327345.39,,,367620.00,96482780.55,,296020798.22,1000662.08,,1016191.38,931875.37,845008.16,966926.04,962271.42,,,,,,,,
1685750400000,2023-06-03,Circulating Asset Value (Dollar),,,2410400.00,8923300.00,7917.64,8188.44,71327345.39,,,367620.00,96482780.55,,296020798.22,1000662.08,,1016191.38,931875.37,845008.16,966926.04,962271.42,,,,,,,,
1685836800000,2023-06-04,Circulating Asset Value (Dollar),,,2934400.00,10204056.00,7917.64,8188.44,71327345.39,,,367620.00,96482780.55,,296020798.22,1000662.08,,1016191.38,931875.37,845008.16,966926.04,962271.42,,,,,,,,
1685923200000,2023-06-05,Circulating Asset Value (Dollar),,,2934400.00,10204056.00,7917.64,8188.44,71327345.39,,,367620.00,101624775.02,,295750199.67,1000662.08,,1016191.38,931875.37,845008.16,966926.04,962271.42,,,,,,,,
1686009600000,2023-06-06,Circulating Asset Value (Dollar),,,2928800.00,10206000.00,7902.53,8190.00,71327345.39,,,367620.00,101916769.79,,309697946.90,1000768.64,,1016191.38,931875.37,845007.48,966922.75,962271.42,,,,,,,,
1686096000000,2023-06-07,Circulating Asset Value (Dollar),,,2940000.00,10175868.00,7932.75,8165.82,71327345.39,,,367620.00,105451259.93,,309739278.74,1000768.64,,1016241.58,931875.37,845007.48,966922.75,962296.61,,,,,,,,
1686182400000,2023-06-08,Circulating Asset Value (Dollar),,,2934400.00,10242936.00,7917.64,8219.64,72348174.57,,,367620.00,99671805.53,,309811988.41,1000768.64,,1016241.58,931875.37,845007.48,966922.75,962296.61,,,,,,,,
1686268800000,2023-06-09,Circulating Asset Value (Dollar),,,2951200.00,10226412.00,7962.97,8206.38,72099331.42,,,367620.00,100110565.13,,304732075.00,1000736.64,,1016241.58,931875.37,844999.03,966922.75,962296.61,,,,,,,,
1686355200000,2023-06-10,Circulating Asset Value (Dollar),,,2940000.00,10213776.00,7932.75,8196.24,72099331.42,,,367620.00,100110565.13,,304732075.00,1000736.64,,1016241.58,931875.37,844999.03,966922.75,962296.61,,,,,,,,
1686441600000,2023-06-11,Circulating Asset Value (Dollar),,,2940000.00,10676128.00,7932.75,8196.24,72099331.42,,,367620.00,100110565.13,,304732075.00,1000736.64,,1016241.58,931875.37,844999.03,966922.75,962296.61,,,,,,,,
1686528000000,2023-06-12,Circulating Asset Value (Dollar),,,2940000.00,10676128.00,7932.75,8196.24,72099331.42,,,367620.00,130656951.51,,304770250.48,1000736.64,,1016190.78,931875.37,844999.03,966922.75,962296.61,,,,,,,,
1686614400000,2023-06-13,Circulating Asset Value (Dollar),,,2928800.00,10712704.00,7902.53,8224.32,72849331.42,,25000.00,367620.00,133792865.59,,304811094.03,1000736.64,,1016190.78,931875.37,844999.03,966922.75,962296.61,,,,,,,,
1686700800000,2023-06-14,Circulating Asset Value (Dollar),,,2923200.00,10713720.00,7887.42,8225.10,72849331.42,,25000.00,367620.00,133792865.59,,309769878.38,1000736.64,,1016190.78,931875.37,844999.03,966922.75,962296.61,,,,,,,,
1686787200000,2023-06-15,Circulating Asset Value (Dollar),,,2934400.00,10648696.00,7917.64,8175.18,73249454.48,,1629469.59,366620.00,138707418.33,,307810873.26,1000602.20,,1016140.52,931864.01,844999.03,966900.00,962103.69,,,,,,,,
1686873600000,2023-06-16,Circulating Asset Value (Dollar),,,2928800.00,10693400.00,7902.53,8209.50,73249454.48,,1629469.58,366620.00,139756260.99,,306212541.41,1000567.30,,1016115.30,931840.72,844999.03,966900.00,962079.71,,,,,,,,
1686960000000,2023-06-17,Circulating Asset Value (Dollar),,,2940000.00,10695432.00,7932.75,8211.06,73249454.48,,1629469.58,366620.00,139707846.16,,306212541.41,1000567.30,,1016115.30,931840.72,844999.03,966900.00,962079.71,,,,,,,,
1687046400000,2023-06-18,Circulating Asset Value (Dollar),,,2940000.00,10695432.00,7932.75,8211.06,73249454.48,,1629469.58,366620.00,137771252.99,,306212541.41,1000567.30,,1016115.30,931840.72,844999.03,966900.00,962079.71,,,,,,,,
1687132800000,2023-06-19,Circulating Asset Value (Dollar),,,2940000.00,10695432.00,7932.75,8211.06,73249454.48,,1629469.58,366620.00,137771252.99,,306212541.41,1000567.30,,1016115.30,931840.72,844999.03,966900.00,962079.71,,,,,,,,
1687219200000,2023-06-20,Circulating Asset Value (Dollar),,,2940000.00,10695432.00,7932.75,8211.06,73249454.48,,1629469.58,366620.00,136386051.47,,306300713.43,1000515.90,,1016075.42,931817.19,844999.03,966900.00,962045.17,,,,,,,,
1687305600000,2023-06-21,Circulating Asset Value (Dollar),,,2934400.00,10656824.00,7917.64,8181.42,73396790.35,,1629469.58,366620.00,125500228.32,,303701010.06,1000540.92,,1016100.47,931817.19,845020.95,966924.48,962071.14,,,,,,,,
1687392000000,2023-06-22,Circulating Asset Value (Dollar),,,2934400.00,10698480.00,7917.64,8213.40,73396790.35,,1629469.58,366620.00,124885343.84,,303120918.45,1000467.98,,1016100.47,931817.19,845015.32,966924.48,962071.14,,,,,,,,
1687478400000,2023-06-23,Circulating Asset Value (Dollar),,,2934400.00,10678160.00,7917.64,8197.80,84496778.35,,1629469.58,366620.00,124788514.18,,303242431.72,1000050.94,,1016075.31,931723.84,844921.91,966924.48,962001.07,,,,,,,,
1687564800000,2023-06-24,Circulating Asset Value (Dollar),,,2934400.00,10714736.00,7917.64,8225.88,84496778.35,,1629469.58,366620.00,124788514.18,,303242431.72,1000050.94,,1016075.31,931723.84,844921.91,966924.48,962001.07,,,,,,,,
1687651200000,2023-06-25,Circulating Asset Value (Dollar),,,2934400.00,12823936.00,7917.64,8225.88,84496778.35,,1629469.58,366620.00,124788514.18,,303242431.72,1000050.94,,1016075.31,931723.84,844921.91,966924.48,962001.07,,,,,,,,
1687737600000,2023-06-26,Circulating Asset Value (Dollar),,,2934400.00,12823936.00,7917.64,8225.88,84496778.35,,1629469.58,366620.00,124836904.33,,299254679.08,1000050.94,,1016151.38,931747.79,844944.07,966924.48,962001.07,,,,,,,,
